Student ID,Status,Application Date
8297,3,2003-08-20
8989,7,1979-12-01
2818,9,1994-02-24
1514,10,1991-01-27
5113,9,1977-06-27
6067,3,2106-02-07
2801,10,2005-06-30
9182,8,1996-01-30
8432,2,2021-07-20
1241,9,1988-04-18
4246,7,1975-07-30
8564,8,1971-01-21
7300,8,2009-01-08
10597,4,1983-02-09
5487,5,1989-03-01
7251,3,1996-02-05
4169,3,2003-07-29
7137,8,1999-01-15
4407,8,2004-05-12
9014,4,2066-12-16
3691,7,1974-05-26
4333,6,1984-04-15
6317,10,1980-12-18
7128,1,1993-11-14
3895,2,1972-06-18
3320,9,1970-03-17
6744,8,1982-04-14
8921,5,2174-01-22
8608,3,2030-03-13
9582,6,1972-04-07
2752,5,2029-01-27
5387,1,1997-09-23
8138,5,1982-01-02
8152,9,1972-02-18
1579,10,1976-12-27
5624,3,2045-03-01
5059,7,2072-11-21
4037,7,1982-03-13
1481,8,2104-02-14
10520,8,1985-03-28
5988,4,2065-01-08
3170,9,1977-06-21
2574,2,1974-07-13
6050,9,2003-02-03
10816,4,1982-05-29
9782,9,2019-07-28
7142,9,1980-01-05
6139,2,1976-08-13
1274,5,2000-10-15
7947,5,1974-11-02
4236,5,1973-05-18
10436,3,2023-05-05
2722,5,1983-02-11
1290,3,1976-10-22
4005,10,1995-03-23
7275,7,2014-02-07
2642,8,2019-03-14
4425,8,2005-01-04
4695,7,1996-10-06
1669,1,2008-11-24
3271,5,1980-09-22
10796,3,1983-12-15
5620,2,2035-06-03
3803,8,1979-05-10
6349,5,2070-05-13
2218,7,1977-12-04
9628,4,2019-02-22
4635,5,2031-07-28
6763,8,1975-05-30
2295,7,2034-03-07
4267,4,1982-03-22
1931,5,2010-12-07
7656,5,1975-06-06
8019,10,1985-11-09
6991,2,1989-07-22
7188,8,1978-03-13
4071,5,1970-04-04
5088,2,2012-04-21
1331,3,2041-01-05
5846,5,1996-03-18
6993,9,2003-08-12
2402,2,1977-01-20
4047,7,2045-10-24
7164,7,1993-04-27
5773,5,1986-12-20
5480,8,2019-06-10
5576,2,2055-08-31
7806,6,2066-06-08
2777,3,1986-06-19
3697,9,1973-02-19
7113,1,2000-01-26
9908,8,2184-10-05
1764,6,2001-03-16
9472,9,2035-09-11
9891,4,2041-06-27
10236,7,2025-12-07
5531,10,2057-02-23
4063,5,2016-11-24
7649,8,2034-01-26
5218,6,1988-11-23
3318,10,1974-02-14
5157,10,2001-02-12
1935,8,2018-12-06
4610,2,1992-08-24
6809,4,1980-03-04
7308,8,2083-04-13
5938,7,2042-09-27
4377,6,1990-09-28
8880,4,1978-10-07
8015,4,2080-05-04
1901,5,2006-02-20
5670,7,2099-02-15
5095,7,2000-01-10
1876,3,1983-03-28
10038,4,2079-04-15
3017,9,1977-06-26
10934,7,2033-01-31
7844,10,2008-07-22
4293,4,1971-09-04
2734,1,1974-08-19
2115,6,1975-04-08
8993,10,1971-12-01
2771,7,2011-11-18
10768,9,2028-04-09
6391,1,1985-06-08
5386,1,1981-03-11
4652,3,2054-03-04
4346,5,1995-03-25
6393,9,2039-06-29
5604,6,2038-11-25
5160,5,2024-01-12
10075,10,1972-10-12
1766,6,1977-06-30
3999,7,2077-12-13
2693,8,2003-03-02
4225,6,1988-07-14
2373,5,1991-02-06
3963,3,2015-07-13
10591,3,2030-09-27
9233,5,1983-05-17
7846,1,2000-06-21
10598,10,1970-08-16
3144,5,1971-11-07
10550,1,2036-01-14
6928,1,2052-11-18
4376,9,2007-03-26
2356,5,2026-06-08
7599,8,1992-07-16
2577,4,2031-11-19
6483,7,2009-10-09
2859,9,1983-02-14
1221,3,1999-07-26
3801,5,1972-06-19
4204,2,1973-09-17
6768,3,1989-09-01
6799,10,2063-10-06
10066,3,1973-09-22
6388,5,2057-07-17
1005,10,1980-11-16
7342,9,2002-12-28
6824,9,2002-01-17
10727,2,1974-06-28
1797,4,2046-04-13
4345,2,2013-06-10
2254,5,1971-09-11
9851,1,2027-04-15
5969,5,2147-11-06
1310,4,2008-06-14
5256,8,1977-01-06
6202,6,1998-11-24
6805,8,2037-12-10
4347,6,1974-12-11
6624,1,1971-08-30
3102,2,1985-11-26
6694,6,1996-09-16
4630,1,1979-07-06
10046,10,2034-06-30
4247,10,1996-02-14
7707,1,1990-09-22
2500,10,2011-02-03
1804,1,2003-11-03
8477,9,1975-10-05
9309,2,2019-02-17
7952,2,2059-04-01
4461,7,1983-11-04
2900,1,2015-11-29
2271,4,1974-01-07
9139,6,2010-06-08
7080,7,1978-11-23
2643,6,1975-06-17
4566,9,2030-04-25
10534,9,1988-09-28
10022,5,1971-05-30
4335,1,2028-08-11
6043,4,2029-09-08
3600,8,1973-02-28
6504,8,1995-03-09
7830,7,2000-02-05
7431,2,2056-11-11
2248,6,2029-10-28
3206,10,1998-06-01
3016,10,1974-10-10
6100,8,1972-07-23
5027,9,2051-08-06
8070,6,1972-02-10
6284,1,2038-06-30
10429,2,1986-11-10
4012,1,1970-11-12
6350,9,2011-12-18
9404,10,1993-05-29
3507,7,2016-04-22
2235,5,1977-02-19
5364,4,2016-12-01
7327,5,1972-11-16
10173,7,1981-08-26
10484,5,2090-03-13
9384,5,1978-06-15
3773,2,1991-06-29
7925,2,2043-11-15
1232,9,1997-03-22
9777,8,1981-03-13
5228,4,1998-10-31
4230,6,2023-08-25
2205,5,2003-01-20
10231,2,1998-10-03
5694,7,1976-04-17
5340,9,1973-12-25
7434,10,2011-03-31
2479,8,1978-05-18
8976,9,2030-10-19
2652,9,1996-07-16
7929,8,2049-10-15
9533,8,2026-11-13
9236,6,2034-10-29
7761,3,2016-06-27
8468,3,1985-11-16
2547,10,2005-09-27
6648,3,2006-07-03
8943,9,1973-05-17
2954,8,1999-05-19
8966,4,1970-02-19
3262,6,2037-12-20
5388,6,1985-09-11
3104,7,1973-01-06
8043,8,1984-01-12
2230,9,1970-05-10
9430,2,2016-11-13
5590,2,1983-08-20
10541,2,1985-06-01
7375,1,1971-09-01
5762,10,1994-02-17
3150,6,1999-03-09
9647,8,1971-10-27
9692,1,1998-06-02
9091,2,1993-05-10
6998,3,2023-04-15
5099,8,2051-09-04
9729,1,2026-10-09
1746,5,1985-07-13
9238,7,1991-09-29
2220,6,2016-06-01
4930,1,1982-03-10
10228,10,1992-04-16
3060,2,2049-11-06
10315,4,1995-09-27
10675,5,1970-04-21
7747,9,1990-07-05
2334,9,2009-08-23
7773,4,2066-08-25
1701,1,1982-07-07
10068,4,1990-04-26
4455,3,1996-06-12
5018,8,1978-02-07
7338,9,1973-06-28
2592,6,2005-02-11
2600,3,2079-04-18
2804,7,2025-02-01
1687,2,1973-11-13
4908,1,1988-11-16
2934,10,1982-10-12
9691,6,1972-07-09
9347,6,1993-10-18
4468,4,2017-08-03
9272,6,1978-01-02
6556,3,2004-07-09
1824,4,2006-11-22
1654,1,2031-08-01
7759,9,1975-08-28
1827,1,1994-09-26
1254,1,2106-01-21
5431,7,1987-06-28
6989,1,1975-04-19
9322,2,1973-07-13
2895,8,1985-02-08
8208,8,2008-06-15
5381,9,2039-03-02
10601,4,2004-10-26
4382,1,1992-08-09
5916,5,2006-01-06
1736,8,1984-02-17
6582,5,2009-04-10
5567,1,1996-08-16
5647,6,2047-12-07
2291,8,1971-06-28
9764,1,1978-10-05
5006,1,2002-04-20
10783,2,1974-10-24
2754,7,1996-07-14
9403,10,1978-04-22
3795,6,2000-11-13
2206,3,1992-08-24
1994,1,1981-07-25
9739,3,1974-05-28
6266,3,1974-06-29
5546,5,1993-08-09
4245,7,2074-05-28
7962,8,1987-11-08
3912,3,2011-04-15
6253,1,1992-03-03
10858,6,2156-10-29
10496,1,2091-01-07
8000,10,2005-10-21
5964,3,1981-04-01
10744,10,1998-09-06
8807,3,1977-09-02
5132,2,1989-03-04
4637,7,1975-04-21
1333,6,1992-08-29
3373,7,1988-09-20
9573,9,1985-11-10
9427,3,2030-12-17
5927,7,1994-09-07
4636,7,2057-02-27
3278,3,2044-10-27
3085,6,2049-01-05
8828,4,2087-07-01
9948,2,2015-10-18
3835,5,2010-04-18
6322,7,2002-10-25
